cve_id,description,published_date,cvss_score,vendor_raw,software_raw,vendor,software,software_version,operatig_system,source,reason,trigger,attacker_action,user_interaction,system_state,network_access,privilege,vulnerability_type,consequences
CVE-2024-2184,"Buffer overflow in identifier field of WSD probe request process of Small Office Multifunction Printers and Laser Printers(*) which may allow an attacker on the network segment to trigger the affected product being unresponsive or to execute arbitrary code.*:Satera MF740C Series/Satera MF640C Series/Satera LBP660C Series/Satera LBP620C Series firmware v12.07 and earlier, and Satera MF750C Series/Satera LBP670C Series firmware v03.09 and earlier sold in Japan.Color imageCLASS MF740C Series/Color imageCLASS MF640C Series/Color imageCLASS X MF1127C/Color imageCLASS LBP664Cdw/Color imageCLASS LBP622Cdw/Color imageCLASS X LBP1127C firmware v12.07 and earlier, and Color imageCLASS MF750C Series/Color imageCLASS X MF1333C/Color imageCLASS LBP674Cdw/Color imageCLASS X LBP1333C firmware v03.09 and earlier sold in US.i-SENSYS MF740C Series/i-SENSYS MF640C Series/C1127i Series/i-SENSYS LBP660C Series/i-SENSYS LBP620C Series/C1127P firmware v12.07 and earlier, and i-SENSYS MF750C Series/C1333i Series/i-SENSYS LBP673Cdw/C1333P firmware v03.09 and earlier sold in Europe.",2024-03-11T00:26:02.346Z,9.8,Canon Inc.,Color imageCLASS MF740C Series,Canon,Small Office Multifunction Printers and Laser Printers,"firmware v12.07 and earlier, firmware v03.09 and earlier",,identifier field of WSD probe request process,Buffer overflow,WSD probe request,trigger the affected product being unresponsive or execute arbitrary code,No,,Network segment,Unauthenticated,Buffer Overflow,Affected product being unresponsive or execution of arbitrary code
CVE-2024-8576,A vulnerability was found in TOTOLINK AC1200 T8 and AC1200 T10 4.1.5cu.861_B20230220/4.1.8cu.5207. It has been classified as critical. Affected is the function setIpPortFilterRules of the file /cgi-bin/cstecgi.cgi. The manipulation of the argument desc leads to buffer overflow. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.,2024-09-08T18:00:06.899Z,8.8,TOTOLINK,AC1200 T8,TOTOLINK,AC1200 T8 and AC1200 T10,4.1.5cu.861_B20230220/4.1.8cu.5207,,setIpPortFilterRules of the file /cgi-bin/cstecgi.cgi,manipulation of the argument desc,manipulation of the argument desc,launch the attack remotely,No,,Remote,Unauthenticated,Buffer Overflow,Potential unauthorized execution of code due to buffer overflow
CVE-2024-2098,"The Download Manager plugin for WordPress is vulnerable to unauthorized access of data due to an improper authorization check on the 'protectMediaLibrary' function in all versions up to, and including, 3.2.89. This makes it possible for unauthenticated attackers to download password-protected files.",2024-06-13T05:34:44.893Z,7.5,codename065,Download Manager,WordPress,Download Manager plugin,up to and including 3.2.89,,'protectMediaLibrary' function,improper authorization check,accessing 'protectMediaLibrary' function without authorization,download password-protected files,No,,Remote,Unauthenticated,Unauthorized access of data,Unauthorized download of password-protected files
CVE-2024-3092,"An issue has been discovered in GitLab CE/EE affecting all versions starting from 16.9 before 16.9.4, all versions starting from 16.10 before 16.10.2. A payload may lead to a Stored XSS while using the diff viewer, allowing attackers to perform arbitrary actions on behalf of victims.",2024-04-12T00:53:11.346Z,8.7,GitLab,GitLab,GitLab,GitLab CE/EE,"from 16.9 before 16.9.4, from 16.10 before 16.10.2",,diff viewer,Vulnerability in handling payloads in diff viewer,Using a crafted payload in the diff viewer,Perform arbitrary actions on behalf of victims,"Yes, victim interaction needed",,Remote,,Stored XSS,Arbitrary actions performed on behalf of victims
CVE-2024-1981,"The Migration, Backup, Staging – WPvivid plugin for WordPress is vulnerable to SQL Injection via the 'table_prefix' parameter in version 0.9.68 due to insufficient escaping on the user supplied parameter and lack of sufficient preparation on the existing SQL query. This makes it possible for unauthenticated attackers to append additional SQL queries into already existing queries that can be used to extract sensitive information from the database.",2024-02-29T06:47:57.610Z,9.8,wpvividplugins,"Migration, Backup, Staging – WPvivid",WordPress,"Migration, Backup, Staging – WPvivid plugin",0.9.68,,'table_prefix' parameter,insufficient escaping on the user supplied parameter and lack of sufficient preparation on the existing SQL query,user supplied 'table_prefix' parameter,append additional SQL queries into existing queries,No,,Remote,Unauthenticated,SQL Injection,Extract sensitive information from the database
CVE-2024-0197,A flaw in the installer for Thales SafeNet Sentinel HASP LDK prior to 9.16 on Windows allows an attacker to escalate their privilege level via local access.,2024-02-27T12:48:13.263Z,7.8,Thales,Sentinel HASP LDK,Thales,SafeNet Sentinel HASP LDK,prior to 9.16,Windows,installer,flaw in the installer,local access,escalate privilege level,No,,Local,Low,Privilege escalation,Attacker can gain elevated privileges
CVE-2024-23381,Memory corruption when memory mapped in a VBO is not unmapped by the GPU SMMU.,2024-08-05T14:21:26.284Z,8.4,"Qualcomm, Inc.",Snapdragon,,,,,VBO memory mapping,memory mapped in a VBO is not unmapped,Memory mapped in a VBO remains mapped,,No,GPU SMMU involved in memory mapping,,,Memory Corruption,Potential instability or exploitability due to memory corruption
CVE-2024-4345,"The Startklar Elementor Addons plugin for WordPress is vulnerable to arbitrary file uploads due to insufficient file type validation in the 'process' function in the 'startklarDropZoneUploadProcess' class in versions up to, and including, 1.7.13. This makes it possible for unauthenticated attackers to upload arbitrary files on the affected site's server which may make remote code execution possible.",2024-05-07T08:31:04.906Z,9.8,wshberlin,Startklar Elementor Addons,WordPress,Startklar Elementor Addons plugin,up to and including 1.7.13,,process function in the startklarDropZoneUploadProcess class,insufficient file type validation,arbitrary file uploads,upload arbitrary files on the affected site's server,No,,Remote,Unauthenticated,Arbitrary File Upload,Remote code execution on the server
CVE-2024-33928,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in CodeBard CodeBard's Patron Button and Widgets for Patreon allows Reflected XSS.This issue affects CodeBard's Patron Button and Widgets for Patreon: from n/a through 2.2.0.,2024-05-03T07:10:21.484Z,7.1,CodeBard,CodeBard's Patron Button and Widgets for Patreon,CodeBard,Patron Button and Widgets for Patreon,from n/a through 2.2.0,,Web Page Generation,Improper Neutralization of Input,Reflected input on web page,Inject malicious scripts via web page input,"Yes, user visits a crafted URL",,Remote,Unauthenticated,Cross-site Scripting (XSS),Execution of arbitrary scripts in the context of the user's browser
CVE-2024-7079,"A flaw was found in the Openshift console. The /API/helm/verify endpoint is tasked to fetch and verify the installation of a Helm chart from a URI that is remote HTTP/HTTPS or local. Access to this endpoint is gated by the authHandlerWithUser() middleware function. Contrary to its name, this middleware function does not verify the validity of the user's credentials. As a result, unauthenticated users can access this endpoint.",2024-07-24T15:51:36.331Z,7.1,Red Hat,Red Hat OpenShift Container Platform 3.11,Openshift,Openshift console,,,/API/helm/verify endpoint,authHandlerWithUser() middleware function does not verify validity of user credentials,Access to /API/helm/verify endpoint,Unauthenticated users access endpoint to fetch and verify Helm chart,No,,Remote,Unauthenticated,Authentication flaw,Unauthenticated users can fetch and verify installation of a Helm chart
CVE-2024-3120,A stack-buffer overflow vulnerability exists in all versions of sngrep since v1.4.1. The flaw is due to inadequate bounds checking when copying 'Content-Length' and 'Warning' headers into fixed-size buffers in the sip_validate_packet and sip_parse_extra_headers functions within src/sip.c. This vulnerability allows remote attackers to execute arbitrary code or cause a denial of service (DoS) via crafted SIP messages.,2024-04-09T23:55:57.410Z,9.0,irontec,sngrep,,sngrep,since v1.4.1,,'Content-Length' and 'Warning' headers,inadequate bounds checking when copying headers into fixed-size buffers,copying 'Content-Length' and 'Warning' headers into fixed-size buffers,send crafted SIP messages,No,,Remote,Unauthenticated,Stack-buffer overflow,Execute arbitrary code or cause a denial of service (DoS)
CVE-2024-20356,"A vulnerability in the web-based management interface of Cisco Integrated Management Controller (IMC) could allow an authenticated, remote attacker with Administrator-level privileges to perform command injection attacks on an affected system and elevate their privileges to root. This vulnerability is due to insufficient user input validation. An attacker could exploit this vulnerability by sending crafted commands to the web-based management interface of the affected software. A successful exploit could allow the attacker to elevate their privileges to root.",2024-04-24T19:40:33.312Z,8.7,Cisco,Cisco Unified Computing System (Standalone),Cisco,Integrated Management Controller (IMC),,,web-based management interface,insufficient user input validation,sending crafted commands to the web-based management interface,perform command injection attacks,No,,Remote,Administrator-level privileges,Command Injection,elevate their privileges to root
CVE-2024-27170,"It was observed that all the Toshiba printers contain credentials used for WebDAV access in the readable file. Then, it is possible to get a full access with WebDAV to the printer. As for the affected products/models/versions, see the reference URL.",2024-06-14T03:56:21.336Z,7.4,Toshiba Tec Corporation,Toshiba Tec e-Studio multi-function peripheral (MFP),Toshiba,Printers,See reference URL,,Readable file containing credentials,Credentials for WebDAV access stored in a readable file,Accessing the readable file containing credentials,Extract credentials from readable file and use WebDAV for full access,No,,Remote,None required to read the file,Unauthorized Access,Full access to the printer via WebDAV
CVE-2024-27110,Elevation of privilege vulnerability in GE HealthCare EchoPAC products,2024-05-14T17:16:39.659Z,8.4,GE HealthCare,EchoPAC Software Only,GE HealthCare,EchoPAC products,,,,,,,,,,,Elevation of privilege,
CVE-2024-23882,"A vulnerability has been reported in Cups Easy (Purchase & Inventory), version 1.0, whereby user-controlled inputs are not sufficiently encoded, resulting in a Cross-Site Scripting (XSS) vulnerability via /cupseasylive/taxcodecreate.php, in the taxcodeid parameter. Exploitation of this vulnerability could allow a remote attacker to send a specially crafted URL to an authenticated user and steal their session cookie credentials.",2024-01-26T09:17:14.824Z,8.2,Cups Easy,Cups Easy (Purchase & Inventory),Cups Easy,Purchase & Inventory,1,,/cupseasylive/taxcodecreate.php,user-controlled inputs are not sufficiently encoded,specially crafted URL to the taxcodeid parameter,send a specially crafted URL to an authenticated user,"Yes, from an authenticated user",User must be authenticated,Remote,Authenticated,Cross-Site Scripting (XSS),steal session cookie credentials
CVE-2024-23382,Memory corruption while processing graphics kernel driver request to create DMA fence.,2024-08-05T14:21:27.359Z,8.4,"Qualcomm, Inc.",Snapdragon,,graphics kernel driver,,,DMA fence creation request,improper handling of kernel driver request,request to create DMA fence,send specially crafted request to create DMA fence,No,,Local,Privileged,Memory corruption,Potential system crash or arbitrary code execution
